UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Berkeley,Gavilan College,MATH 1A,MATH 1A (4.00),,,
University of California Berkeley,Gavilan College,MATH 1B,MATH 1B (4.00),,,
University of California Berkeley,Gavilan College,MATH 53,MATH 1C (4.00),,,
University of California Berkeley,Gavilan College,MATH 54,MATH 2 (3.00); MATH 2C (3.00),,,
University of California Berkeley,Gavilan College,PHYSICS 7A,PHYS 4A (4.00),,,
University of California Berkeley,Gavilan College,PHYSICS 7B,PHYS 4B (4.00),,,
University of California Berkeley,Gavilan College,ENGLISH R1A,ENGL 1A (4.00),,,
University of California Berkeley,Gavilan College,ENGLISH R1B,ENGL 1B (3.00),,,
University of California Berkeley,Gavilan College,ASTRON 7A,Not Articulated,,,
University of California Berkeley,Gavilan College,ASTRON 7B,Not Articulated,,,
University of California Berkeley,Gavilan College,BIOLOGY 1A; BIOLOGY 1AL,BIO 1 (5.00); BIO 4 (4.00),,,
University of California Berkeley,Gavilan College,BIOLOGY 1B,Not Articulated,,,
University of California Berkeley,Gavilan College,BIOLOGY 1A; BIOLOGY 1AL; BIOLOGY 1B,BIO 1 (5.00); BIO 2 (5.00),,,
University of California Berkeley,Gavilan College,CHEM 1A; CHEM 1AL; CHEM 1B,CHEM 1A (5.00); CHEM 1B (5.00),,,
University of California Berkeley,Gavilan College,CHEM 3A; CHEM 3AL,CHEM 12A (5.00),,,
University of California Berkeley,Gavilan College,CHEM 3B; CHEM 3BL,CHEM 12B (5.00),,,
University of California Berkeley,Gavilan College,MCELLBI 32; MCELLBI 32L,BIO 9 (5.00),BIO 9 (5.00),,
University of California Berkeley,Gavilan College,PHYSICS 7C,PHYS 4C (4.00),,,
University of California Berkeley,Gavilan College,COMPSCI 61A,Not Articulated,,,
University of California Berkeley,Gavilan College,COMPSCI 61B,Not Articulated,,,
University of California Berkeley,Gavilan College,COMPSCI 61C,Not Articulated,,,
University of California Berkeley,Gavilan College,COMPSCI 70,Not Articulated,,,
University of California Berkeley,Gavilan College,EECS 16A,Not Articulated,,,
University of California Berkeley,Gavilan College,EECS 16B,Not Articulated,,,
University of California Davis,Gavilan College,ECS 020,CSIS 26 (3.00),,,
University of California Davis,Gavilan College,ECS 036A,CSIS 45 (3.00),,,
University of California Davis,Gavilan College,ECS 036B,Not Articulated,,,
University of California Davis,Gavilan College,ECS 036C,CSIS 27 (3.00),,,
University of California Davis,Gavilan College,ECS 050,CSIS 12 (3.00); CSIS 12L (1.00),,,
University of California Davis,Gavilan College,MAT 021A,MATH 1A (4.00),,,
University of California Davis,Gavilan College,MAT 021B,MATH 1B (4.00),,,
University of California Davis,Gavilan College,MAT 021C,MATH 1C (4.00),,,
University of California Davis,Gavilan College,MAT 022A,MATH 2 (3.00),,,
University of California Davis,Gavilan College,MAT 027A,Not Articulated,,,
University of California Davis,Gavilan College,MAT 067,Not Articulated,,,
University of California Davis,Gavilan College,BIS 002A; BIS 002B; BIS 002C,BIO 1 (5.00); BIO 2 (5.00),,,
University of California Davis,Gavilan College,CHE 002A; CHE 002B; CHE 002C,CHEM 1A (5.00); CHEM 1B (5.00),,,
University of California Davis,Gavilan College,CHE 004A,Not Articulated,,,
University of California Davis,Gavilan College,CHE 004B,Not Articulated,,,
University of California Davis,Gavilan College,CHE 004C,Not Articulated,,,
University of California Davis,Gavilan College,PHY 009A,PHYS 4A (4.00); PHYS 4B (4.00); PHYS 4C (4.00),,,
University of California Davis,Gavilan College,PHY 009B,PHYS 4A (4.00); PHYS 4B (4.00); PHYS 4C (4.00),,,
University of California Davis,Gavilan College,PHY 009C,PHYS 4A (4.00); PHYS 4B (4.00); PHYS 4C (4.00),,,
University of California Irvine,Gavilan College,I&C SCI 31; I&C SCI 32; I&C SCI 33,Not Articulated,,,
University of California Irvine,Gavilan College,MATH 2A,MATH 1A (4.00),,,
University of California Irvine,Gavilan College,MATH 2B,MATH 1B (4.00),,,
University of California Irvine,Gavilan College,MATH 3A,MATH 2 (3.00),,,
University of California Irvine,Gavilan College,I&C SCI 6N,Not Articulated,,,
University of California Irvine,Gavilan College,I&C SCI 6B,MATH 16 (4.00),,,
University of California Irvine,Gavilan College,I&C SCI 6D,MATH 16 (4.00),,,
University of California Irvine,Gavilan College,I&C SCI 45C,Not Articulated,,,
University of California Irvine,Gavilan College,I&C SCI 46,Not Articulated,,,
University of California Irvine,Gavilan College,I&C SCI 51,Not Articulated,,,
University of California Irvine,Gavilan College,I&C SCI 53,Not Articulated,,,
University of California Irvine,Gavilan College,IN4MATX 43,Not Articulated,,,
University of California Irvine,Gavilan College,STATS 67,Not Articulated,,,
University of California Los Angeles,Gavilan College,COM SCI 31,Not Articulated,,,
University of California Los Angeles,Gavilan College,COM SCI 32,CSIS 46 (3.00),,,
University of California Los Angeles,Gavilan College,COM SCI 33,Not Articulated,,,
University of California Los Angeles,Gavilan College,COM SCI 35L,Not Articulated,,,
University of California Los Angeles,Gavilan College,COM SCI M51A,Not Articulated,,,
University of California Los Angeles,Gavilan College,EC ENGR M16,Not Articulated,,,
University of California Los Angeles,Gavilan College,MATH 31A,MATH 1A (4.00),,,
University of California Los Angeles,Gavilan College,MATH 31B,MATH 1B (4.00),,,
University of California Los Angeles,Gavilan College,MATH 32A,MATH 1C (4.00),,,
University of California Los Angeles,Gavilan College,MATH 32B,MATH 1C (4.00),,,
University of California Los Angeles,Gavilan College,MATH 33A,MATH 2 (3.00),,,
University of California Los Angeles,Gavilan College,MATH 33B,MATH 2C (3.00),,,
University of California Los Angeles,Gavilan College,MATH 61,MATH 16 (4.00),,,
University of California Los Angeles,Gavilan College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYS 4A (4.00); PHYS 4B (4.00); PHYS 4C (4.00),,,
University of California Los Angeles,Gavilan College,PHYSICS 4AL,Not Articulated,,,
University of California Los Angeles,Gavilan College,PHYSICS 4BL,Not Articulated,,,
University of California Los Angeles,Gavilan College,ENGCOMP 3,ENGL 1A (4.00),,,
University of California Los Angeles,Gavilan College,,ENGL 1B (3.00),ENGL 1C (3.00),PHIL 4 (3.00),
University of California Los Angeles,Gavilan College,,CSIS 45 (3.00),CSIS 46 (3.00),,
University of California Merced,Gavilan College,CSE 022,CSIS 24 (3.00),CSIS 42 (4.00),CSIS 45 (3.00),
University of California Merced,Gavilan College,CSE 030,CSIS 46 (3.00),,,
University of California Merced,Gavilan College,MATH 021,MATH 1A (4.00),,,
University of California Merced,Gavilan College,MATH 022,MATH 1B (4.00),,,
University of California Merced,Gavilan College,MATH 023,MATH 1C (4.00),,,
University of California Merced,Gavilan College,MATH 024,MATH 2 (3.00); MATH 2C (3.00),,,
University of California Merced,Gavilan College,PHYS 008; PHYS 008L,PHYS 4A (4.00),,,
University of California Merced,Gavilan College,PHYS 009; PHYS 009L,PHYS 4B (4.00),,,
University of California Merced,Gavilan College,CSE 015,Not Articulated,,,
University of California Merced,Gavilan College,CSE 022,CSIS 24 (3.00),CSIS 42 (4.00),CSIS 45 (3.00),
University of California Merced,Gavilan College,CSE 024,Not Articulated,,,
University of California Merced,Gavilan College,CSE 030,CSIS 46 (3.00),,,
University of California Merced,Gavilan College,CSE 031,Not Articulated,,,
University of California Merced,Gavilan College,ENGR 065,ENGR 3 (4.00); MATH 2C (3.00),ENGR 3 (4.00),,
University of California Merced,Gavilan College,ENGR 091,Not Articulated,,,
University of California Merced,Gavilan College,MATH 032,Not Articulated,,,
University of California Merced,Gavilan College,ENGR 080,Not Articulated,,,
University of California Merced,Gavilan College,WRI 001,ENGL 1A (4.00),,,
University of California Merced,Gavilan College,WRI 010,ENGL 1B (3.00),ENGL 1C (3.00),PHIL 4 (3.00),
University of California Riverside,Gavilan College,CS 10A,CSIS 18 (3.00); CSIS 18L (1.00),CSIS 24 (3.00),CSIS 43 (4.00),CSIS 45 (3.00)
University of California Riverside,Gavilan College,CS 10B,CSIS 46 (3.00),,,
University of California Riverside,Gavilan College,MATH 9A; MATH 9B; MATH 9C,MATH 1A (4.00); MATH 1B (4.00),,,
University of California Riverside,Gavilan College,PHYS 40A,PHYS 4A (4.00),,,
University of California Riverside,Gavilan College,CS 11,CSIS 26 (3.00),,,
University of California Riverside,Gavilan College,CS 10C,Not Articulated,,,
University of California Riverside,Gavilan College,CS 61,CSIS 12 (3.00); CSIS 12L (1.00),,,
University of California Riverside,Gavilan College,MATH 10A,MATH 1C (4.00),,,
University of California Riverside,Gavilan College,PHYS 40B,PHYS 4A (4.00); PHYS 4C (4.00),,,
University of California Riverside,Gavilan College,PHYS 40C,PHYS 4B (4.00),,,
